id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,amountUSD_defl,amountUSD_defl_millions,deflator,destination_country,destination_deliverychannel,destination_iso3,destination_ngotype,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,source_country,source_iso3,source_orgtype,source_privatemoney,year
225180,298686,2022,"",financial,2020-12-10T02:25:30.678Z,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z,Expansion of internal psychosocial support offers for particularly stressed UNHCR staff (2022 portion),"",0.837,2020-12-09T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225178,commitment,2020-12-10T08:31:04.999Z,1,incoming,single,250000,AA-S08-321.50 ALL 13/21,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,10,Protection,single,"","","","","","",,4397,United Nations High Commissioner for Refugees,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,271412.018286641,0.271412018286641,1.10048921888402,"",UN Multi,,"",UN Multi,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225227,620244,,"",financial,2020-12-10T14:06:25.226Z,2019-12-17T00:00:00Z,2019-12-17T00:00:00Z,"Renouveler le contrat social entre l’Etat et la population en favorisant les dynamiques de consolidation de la paix en République Centrafricaine (RCA). EUR1,127,603 in 2020, EUR1,127,603 in 2021, EUR563,802 in 2022","",0.909,2020-06-16T00:00:00Z,Standard,"",TRUE,EUR,Cash transfer programming (CTP),,paid,2022-01-24T15:10:44.225Z,1,incoming,single,563802,"",6789,European Union Trust Fund Bêkou for the Central African Republic,single,Other,40,2019,single,"",,"","",,,"","",,"","",,"","","","","",43,Central African Republic,single,"",,1504,Concern Worldwide,single,NGO,,1064,République Centrafricaine Plan de Réponse Humanitaire 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,573543.579657621,0.573543579657621,1.08142436250486,Central African Republic,NGOs and CSOs,CAF,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,European Commission,EUI,Private sector corporations,no,2022
225248,745164,,"",financial,2020-12-10T16:34:16.029Z,2020-06-01T00:00:00Z,2020-06-01T00:00:00Z,A value chain approach for economic integration and self-reliance of refugees & host communities in East (2022 portion),"",,2020-06-24T00:00:00Z,Standard,Multiyear,TRUE,"",Traditional aid,225245,commitment,2020-12-10T16:34:16.029Z,1,incoming,single,,PROJECT G-1811-1241	   MTF/SFE/006/IKF,4611,IKEA Foundation,single,Private organization/foundation,41,2020,single,"",,"","",,,International organization/foundation/individual,"",,"","",,26512,Agriculture,single,"","",116; 233,Kenya; Uganda,shared; shared,NULL; NULL,,4399,Food & Agriculture Organization of the United Nations,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,689057.899781363,0.689057899781363,1.08142436250486,Multi-destination_country,UN Multi,MULTI,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Total DAC,DAC,Foundations,private,2022
225274,59737,,"",financial,2020-12-11T02:25:15.007Z,2020-12-08T00:00:00Z,2020-12-09T00:00:00Z,Distribution:Mali - OCHA Office. OCT 8465 [OCT 8465];[No 12-1/6205],earmarked,0.837,2020-12-11T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,,paid,2020-12-15T12:45:24.249Z,1,incoming,single,50000,[OCT 8465];[No 12-1/6205],3003,"Estonia, Government of",single,Government,41,2020,single,"",70,Estonia,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",137,Mali,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,52308.5295917339,0.0523085295917339,1.14201260227051,Mali,UN Multi,MLI,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Estonia,EST,NDD,no,2022
225277,59737,,"",financial,2020-12-11T02:25:17.206Z,2020-12-08T00:00:00Z,2020-12-09T00:00:00Z,Distribution:oPt - OCHA Office. OCT 8467 [OCT 8467];[No 12-1/6205],earmarked,0.837,2020-12-11T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,,paid,2020-12-15T12:51:04.993Z,1,incoming,single,50000,[OCT 8467];[No 12-1/6205],3003,"Estonia, Government of",single,Government,41,2020,single,"",70,Estonia,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",171,occupied Palestinian territory,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,52308.5295917339,0.0523085295917339,1.14201260227051,occupied Palestinian territory,UN Multi,PSE,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Estonia,EST,NDD,no,2022
225278,149343,,"",financial,2020-12-11T02:25:17.855Z,2020-12-08T00:00:00Z,2020-12-09T00:00:00Z,Distribution:Ukraine - OCHA Office. OCT 8464 [OCT 8464];[No 12-1/6205],earmarked,0.837,2020-12-11T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,,paid,2022-02-18T15:05:08.973Z,1,incoming,single,125000,[OCT 8464];[No 12-1/6205],3003,"Estonia, Government of",single,Government,41,2020,single,"",70,Estonia,single,,,National government,"",,"","",,"","","","","",234,Ukraine,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,1081,Ukraine Humanitarian Response Plan 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,130771.761802874,0.130771761802874,1.14201260227051,Ukraine,UN Multi,UKR,"",UN Multi,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Estonia,EST,NDD,no,2022
225281,59737,,"",financial,2020-12-11T02:25:19.672Z,2020-12-07T00:00:00Z,2020-12-09T00:00:00Z,Distribution:Iraq - OCHA Office. OCT 8466 [OCT 8466];[No 12-1/6205],earmarked,0.837,2020-12-11T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,,paid,2020-12-15T12:42:49.568Z,1,incoming,single,50000,[OCT 8466];[No 12-1/6205],3003,"Estonia, Government of",single,Government,41,2020,single,"",70,Estonia,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",106,Iraq,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,52308.5295917339,0.0523085295917339,1.14201260227051,Iraq,UN Multi,IRQ,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Estonia,EST,NDD,no,2022
225283,119474,,"",financial,2020-12-11T02:25:20.886Z,2020-12-08T00:00:00Z,2020-12-09T00:00:00Z,Distribution:Syria - OCHA Office. OCT 8419 [OCT 8419];[No 12-1/6205],earmarked,0.837,2020-12-11T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,,paid,2020-12-15T12:53:03.599Z,1,incoming,single,1e+05,[OCT 8419];[No 12-1/6205],3003,"Estonia, Government of",single,Government,41,2020,single,"",70,Estonia,single,,,National government,"",,"","",,26480,Coordination and support services,single,"","",218,Syrian Arab Republic,single,"",,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,104617.059183468,0.104617059183468,1.14201260227051,Syrian Arab Republic,UN Multi,SYR,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Estonia,EST,NDD,no,2022
225302,6117467,2022,"",financial,2020-12-11T02:25:29.975Z,2020-12-10T00:00:00Z,2020-12-10T00:00:00Z,"Health care and water, sanitation and hygiene measures for IDPs in the Idlib region of north-west Syria (2022 portion)","",0.837,2020-12-10T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225300,commitment,2020-12-17T09:42:40.605Z,1,incoming,single,5120320,AA-S09 321.50 SYR 03/21,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,7; 9; 11,Health; Nutrition; Water Sanitation Hygiene,shared; shared; shared,NULL; NULL; NULL,"",218,Syrian Arab Republic,single,"",,173,Malteser International Order of Malta World Relief,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"",NULL; NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,5558861.36367933,5.55886136367933,1.10048921888402,Syrian Arab Republic,NGOs and CSOs,SYR,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225306,238949,2022,"",financial,2020-12-11T02:25:31.061Z,2020-12-10T00:00:00Z,2020-12-10T00:00:00Z,"Improved access to quality primary health care (PHC) services to conflict affected population in Donbass region, Eastern Ukraine (2022 portion)","",0.837,2020-12-10T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225303,commitment,2022-02-18T15:06:19.030Z,1,incoming,single,2e+05,AA-S09 321.50 UKR 01/21,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,7,Health,single,"","",234,Ukraine,single,"",,805,Medicus Mundi,single,NGO,,1081,Ukraine Humanitarian Response Plan 2022,single,,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,6457,Health,single,"","","",,,,,,,,,,217129.796366668,0.217129796366668,1.10048921888402,Ukraine,NGOs and CSOs,UKR,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Germany,DEU,DAC governments,no,2022
225310,1792115,2022,"",financial,2020-12-11T02:25:32.039Z,2020-12-10T00:00:00Z,2020-12-10T00:00:00Z,Frontline Implementation of a crisis response mechanism (2022 portion),"",0.837,2020-12-10T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225308,commitment,2020-12-17T09:35:26.712Z,1,incoming,single,1500000,S09-321.50 BFA 01/20,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,10,Protection,single,"","",36,Burkina Faso,single,"",,9257,Action Against Hunger,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,1628471.20103307,1.62847120103307,1.10048921888402,Burkina Faso,NGOs and CSOs,BFA,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225352,119435,,"",financial,2020-12-11T11:52:00.276Z,2020-05-13T00:00:00Z,2020-05-13T00:00:00Z,Life-saving humanitarian relief with focus on basic health care and nutrition for children and pregnant/lactating women in Maracaibo. Multi-year,"",0.921,2020-11-23T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225349,commitment,2020-12-11T11:52:00.276Z,1,incoming,single,110000,S09-51-321.50 VEN 02/20,4306,"Germany, Government of",single,Government,41,2020,single,"",83,Germany,single,,,National government,"",,"","",,9; 7,Nutrition; Health,shared; shared,NULL; NULL,"",242,"Venezuela, Bolivarian Republic of",single,"",,173,Malteser International Order of Malta World Relief,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,108529.005055694,0.108529005055694,1.10048921888402,"Venezuela, Bolivarian Republic of",NGOs and CSOs,VEN,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225364,11904762,2022,"",financial,2020-12-12T02:25:50.097Z,2017-12-11T00:00:00Z,2017-12-11T00:00:00Z,Humanitarian Assistance to Syrian and Palestinian Refugees in Lebanon (2022 portion),"",0.84,2020-12-11T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,167958,commitment,2021-01-25T09:48:52.187Z,1,incoming,single,1e+07,AA-S05 321.50 SYR 04/18,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",124,Lebanon,single,"",,3049,World Food Programme,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,10817699.7972523,10.8176997972523,1.10048921888402,Lebanon,UN Multi,LBN,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225365,42208612,2022,"",financial,2020-12-12T02:25:51.786Z,2018-12-10T00:00:00Z,2018-12-10T00:00:00Z,Food Emergency assistance and food aid for conflict-affected people in Syria (2022 portion),"",0.91,2020-12-11T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,185207,commitment,2021-11-11T11:12:08.851Z,1,incoming,single,38409837,AA-S09 321.50 SYR 01/19,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6,Food Security,single,"","",218,Syrian Arab Republic,single,"",,3049,World Food Programme,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,38354407.5450398,38.3544075450398,1.10048921888402,Syrian Arab Republic,UN Multi,SYR,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225367,44642857,2022,"",financial,2021-07-05T02:25:18.862Z,2020-01-09T00:00:00Z,2020-01-09T00:00:00Z,"Assistance and protection measures for Syrian refugees in Lebanon, Iraq, Egypt, Jordan and internally displaced persons in Syria (2022 portion)","",0.896,2020-12-11T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,203882,commitment,2021-08-19T09:09:08.783Z,2,incoming,single,4e+07,AA-S09 321.50 SYR 01/21,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,"","","","","",218,Syrian Arab Republic,single,"",,4397,United Nations High Commissioner for Refugees,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,40566373.7853529,40.5663737853529,1.10048921888402,Syrian Arab Republic,UN Multi,SYR,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Germany,DEU,DAC governments,no,2022
225424,1194743,2022,"",financial,2020-12-15T02:25:41.617Z,2020-12-14T00:00:00Z,2020-12-14T00:00:00Z,"Measures in the areas of nutrition, health, as well as water, sanitation and hygiene for the population affected by the crisis in the Lake Chad basin in Logone et Chari, Far North, Cameroon (2022 portion)","",0.837,2020-12-14T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225421,commitment,2020-12-15T10:23:06.594Z,1,incoming,single,1e+06,AA-S09-321.50 NGA 06/20,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,11; 4; 9; 7,Water Sanitation Hygiene; Emergency Shelter and NFI; Nutrition; Health,shared; shared; shared; shared,NULL; NULL; NULL; NULL,"",163,Nigeria,single,"",,9257,Action Against Hunger,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL; NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,1085647.16445979,1.08564716445979,1.10048921888402,Nigeria,NGOs and CSOs,NGA,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225566,26816,,"",financial,2020-12-17T12:49:02.143Z,2020-10-15T00:00:00Z,2020-10-15T00:00:00Z,Contribute to a more resilient and sustainable small and social business environment in the aftermath of the Beirut explosion,unearmarked,1.337,2020-11-18T00:00:00Z,Standard,"",TRUE,CAD,Traditional aid,,paid,2020-12-17T12:54:38.005Z,1,incoming,single,35853,"",2928,"Canada, Government of",single,Government,41,2020,single,"",40,Canada,single,,,National government,"",,"","",,26479,Multi-sector,single,"","",124,Lebanon,single,"",,744,OXFAM,single,"",,,"","",,,,"","",,"",43,2022,single,"",,944,Beirut Port Explosion - August 2020,single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,22318.2189113134,0.0223182189113134,1.20152957126909,Lebanon,NGOs and CSOs,LBN,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Canada,CAN,DAC governments,no,2022
225570,101000,,"",financial,2020-12-17T12:59:33.500Z,2020-10-29T00:00:00Z,2020-10-29T00:00:00Z,Pooled Appeal funds contribution to the Beirut Port Blast Response via 8 Oxfam Partner Affiliates,unearmarked,,2020-11-18T00:00:00Z,Standard,"",TRUE,"",Cash transfer programming (CTP),,paid,2020-12-17T12:59:33.500Z,1,incoming,single,,"",8420,OXFAM International,single,NGO,41,2020,single,"",,"","",,,International,"",,"","",,26479,Multi-sector,single,"","",124,Lebanon,single,"",,744,OXFAM,single,"",,,"","",,,,"","",,"",43,2022,single,"",,944,Beirut Port Explosion - August 2020,single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,93395.3436799384,0.0933953436799384,1.08142436250486,Lebanon,NGOs and CSOs,LBN,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Total DAC,DAC,NGOs,no,2022
225571,332005,,"",financial,2020-12-17T13:01:42.218Z,2020-09-04T00:00:00Z,2020-09-04T00:00:00Z,Appeal funds contribution from Oxfam Great Britain to the Beirut Port Blast Response,unearmarked,0.753,2020-11-18T00:00:00Z,Standard,"",TRUE,GBP,Cash transfer programming (CTP),,paid,2020-12-17T13:01:42.218Z,1,incoming,single,250000,"",8582,OXFAM GB,single,"",41,2020,single,"",236,United Kingdom,single,,,"","",,"","",,26479,Multi-sector,single,"","",124,Lebanon,single,"",,744,OXFAM,single,"",,,"","",,,,"","",,"",43,2022,single,"",,944,Beirut Port Explosion - August 2020,single,"","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,307007.139390673,0.307007139390673,1.08142436250486,Lebanon,NGOs and CSOs,LBN,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Total DAC,DAC,"",no,2022
225630,7168459,2022,"",financial,2020-12-18T02:25:27.969Z,2020-12-17T00:00:00Z,2020-12-17T00:00:00Z,"Medical primary healthcare for conflict affected in Al-Hudaydah, Hajjah, Saada, Abyan und Lahj (2022 portion)","",0.837,2020-12-17T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225628,commitment,2020-12-21T12:25:11.313Z,1,incoming,single,6e+06,AA-S09 321.50 YEM 01/21,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,7; 9,Health; Nutrition,shared; shared,NULL; NULL,"",248,Yemen,single,"",,4695,Adventist Development and Relief Agency,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","",NULL; NULL,"",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,6513883.89544551,6.51388389544551,1.10048921888402,Yemen,NGOs and CSOs,YEM,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225635,0,2022,"",financial,2020-12-18T02:25:29.650Z,2020-12-17T00:00:00Z,2020-12-17T00:00:00Z,"Project continuation of the Cash Monitoring, Evaluation, Accountability and Learning Organizational Network (CaMEALeON) in Lebanon (2022 portion)","",0.837,2020-12-17T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,225632,commitment,2020-12-21T12:22:09.173Z,1,incoming,single,0,AA-S09 321.50 SYR 06/20,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,"","","","","",124,Lebanon,single,"",,2178,Norwegian Refugee Council,single,NGO,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","",International,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,0,0,1.10048921888402,Lebanon,NGOs and CSOs,LBN,International NGO,NGOs,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Germany,DEU,DAC governments,no,2022
225687,4700353,2020,"",financial,2020-12-19T02:25:27.556Z,2020-11-20T00:00:00Z,2020-11-20T00:00:00Z,Leaving No One Behind – Supporting protection services for most vulnerable refugees through the Local Initiative Fund in Turkey (LIFT 2.0) (ECHO/TUR/BUD/2020/91010),unearmarked,0.851,2020-12-18T00:00:00Z,Standard,"",TRUE,EUR,Traditional aid,205382,commitment,2021-02-09T10:18:07.302Z,1,incoming,single,4e+06,ECHO/TUR/BUD/2020/91010,8523,European Commission's Humanitarian Aid and Civil Protection Department,single,Inter-governmental,41,2020,single,"",,"","",,,"","",,"","",,10,Protection,single,"","",229,Turkey,single,"",,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,,,"","",,,,"","",,"",43,2022,single,"",,600,Syrian Arab Republic - Civil Unrest (from 2012),single,"","","",International organization/foundation/individual,"",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,4346446.37477257,4.34644637477257,1.08142436250486,Turkey,Public Sector,TUR,"",DAC governments,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,European Commission,EUI,EC,no,2022
225833,139821,2022,"",financial,2020-12-23T02:25:29.879Z,2019-08-22T00:00:00Z,2019-08-22T00:00:00Z,Food assistance and Supply of Logistics in the El Nino Induced Drought and Cyclone Idai and Kenneth in Southern Africa (2022 portion),"",0.894,2020-12-22T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,197183,commitment,2021-01-25T10:53:09.667Z,1,incoming,single,125000,AA-S09 321.50 MOZ 05/19,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,6; 8,Food Security; Logistics,shared; shared,NULL; NULL,"",133,Madagascar,single,"",,3049,World Food Programme,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,127053.493665108,0.127053493665108,1.10048921888402,Madagascar,UN Multi,MDG,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
225834,279642,2022,"",financial,2021-06-29T02:25:44.816Z,2019-08-22T00:00:00Z,2019-08-22T00:00:00Z,MOZAMBIQUE - Food assistance and Supply of Logistics in the El Nino Induced Drought and Cyclone Idai and Kenneth in Southern Africa (2022 portion),"",0.894,2020-12-22T00:00:00Z,Standard,Multiyear,TRUE,EUR,Traditional aid,197183,commitment,2021-08-30T09:12:34.484Z,2,incoming,single,250000,AA-S09 321.50 MOZ 05/19,4306,"Germany, Government of",single,Government,43,2022,single,"",83,Germany,single,,,National government,"",,"","",,8; 6,Logistics; Food Security,shared; shared,NULL; NULL,"",152,Mozambique,single,"",,3049,World Food Programme,single,UN agency,,,"","",,,,"","",,"",43,2022,single,"",,"","","","","","","","",,"",,,,"","",,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,254106.987330216,0.254106987330216,1.10048921888402,Mozambique,UN Multi,MOZ,"",UN Multi,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Germany,DEU,DAC governments,no,2022
