id,amountUSD,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,amountUSD_defl,amountUSD_defl_millions,COVID,deflator,destination_deliverychannel,destination_globalcluster,destination_ngotype,destination_org_country,destination_org_iso3,destination_orgtype,domestic_response,dummy,multiyear,new_to_country,new_to_plan,new_to_sector,newMoney_dest,source_globalcluster,source_org_country,source_org_iso3,source_orgtype,source_privatemoney,year
8627,131131,2001,,financial,2002-04-30T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (carry-over),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,FALSE,CHF,Traditional aid,,commitment,2002-04-30T00:00:00Z,1,internal,single,216366,"",4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,22,2001,single,"",,"","",,,International Society,"","","","","",26479,Multi-sector,single,,,200,Sierra Leone,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196102.605221114,0.196102605221114,FALSE,0.66868566,RCRC,Multi-sector,"",Sierra Leone,SLE,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,Red Cross,no,2001
8628,51,2001,,financial,2002-04-30T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-04-30T00:00:00Z,1,incoming,single,84,"",,"","","",22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,200,Sierra Leone,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2690200355127,7.62690200355126e-05,FALSE,0.66868566,RCRC,Multi-sector,"",Sierra Leone,SLE,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,"",no,2001
8633,11947,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,19712,"",4391,"Australia, Government of",single,Government,22,2001,single,"",14,Australia,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26569.110343559,0.026569110343559,FALSE,0.44965751,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Australia,AUS,DAC governments,no,2001
8634,10084,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistanc,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,16639,"",2928,"Canada, Government of",single,Government,22,2001,single,"",40,Canada,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16600.4579908981,0.0166004579908981,FALSE,0.60745312,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Canada,CAN,DAC governments,no,2001
8635,261062,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,430752,"",2966,European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443710.631839541,0.443710631839541,FALSE,0.58836093,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,European Commission,EUI,EC,no,2001
8636,18816,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,31047,"",4306,"Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31142.4662400257,0.0311424662400257,FALSE,0.60419107,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Germany,DEU,DAC governments,no,2001
8637,108695,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,179346,"",2917,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149515.455478453,0.149515455478453,FALSE,0.7269817,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United Kingdom,GBR,DAC governments,no,2001
8638,38885,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,64160,"",4537,"Japan, Government of",single,Government,22,2001,single,"",112,Japan,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41069.1367787084,0.0410691367787084,FALSE,0.94681805,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Japan,JPN,DAC governments,no,2001
8639,8419,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,13892,"",3008,"Netherlands, Government of",single,Government,22,2001,single,"",157,Netherlands,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14509.939420529,0.014509939420529,FALSE,0.58022296,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Netherlands,NLD,DAC governments,no,2001
8640,309971,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,511452,"",2930,"Norway, Government of",single,Government,22,2001,single,"",167,Norway,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494575.925129389,0.494575925129389,FALSE,0.62674098,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Norway,NOR,DAC governments,no,2001
8641,62048,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,102380,"",5319,"Spain, Government of",single,Government,22,2001,single,"",209,Spain,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107982.230685811,0.107982230685811,FALSE,0.57461306,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Spain,ESP,DAC governments,no,2001
8642,142650,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,235373,"",2921,"Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220743.053770083,0.220743053770083,FALSE,0.64622645,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Sweden,SWE,DAC governments,no,2001
8643,69708,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,115018,"",2933,"United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99296.3432185767,0.0992963432185767,FALSE,0.70201981,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United States,USA,DAC governments,no,2001
8644,47464,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,78316,"",,"","","",22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,212,Sudan,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,,"","",,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70981.0346463838,0.0709810346463838,FALSE,0.66868566,RCRC,Multi-sector,"",Sudan,SDN,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,"",no,2001
8645,224,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,370,"",2928,"Canada, Government of",single,Government,22,2001,single,"",40,Canada,single,,,National government,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.752736013604,0.000368752736013604,FALSE,0.60745312,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Canada,CAN,DAC governments,no,2001
8646,77873,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,128490,"",5295,"Finland, Government of",single,Government,22,2001,single,"",75,Finland,single,,,National government,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131431.312358692,0.131431312358692,FALSE,0.5924996,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Finland,FIN,DAC governments,no,2001
8647,73835,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,121828,"",2917,"United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101563.767010917,0.101563767010917,FALSE,0.7269817,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,United Kingdom,GBR,DAC governments,no,2001
8648,26132,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,FALSE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,internal,single,43117,"",2967,International Committee of the Red Cross,single,Red Cross/Red Crescent,22,2001,single,"",,"","",,,International Society,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39079.6476778043,0.0390796476778042,FALSE,0.66868566,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,Red Cross,no,2001
8649,14272,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,23548,"",3008,"Netherlands, Government of",single,Government,22,2001,single,"",157,Netherlands,single,,,National government,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24597.4409561456,0.0245974409561456,FALSE,0.58022296,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Netherlands,NLD,DAC governments,no,2001
8650,180192,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,297316,"",2921,"Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278837.240413171,0.278837240413171,FALSE,0.64622645,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Sweden,SWE,DAC governments,no,2001
8651,108328,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (carry-over) (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,FALSE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,internal,single,178742,"",4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,22,2001,single,"",,"","",,,International Society,"","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162001.380439353,0.162001380439353,FALSE,0.66868566,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Unspecified,Total DAC,DAC,Red Cross,no,2001
8652,2971,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance (LIBERIA),"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,4902,"",,"","","",22,2001,single,"",,"","",,,"","","","","","",26479,Multi-sector,single,,,126,Liberia,single,,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4443.04428481389,0.00444304428481388,FALSE,0.66868566,RCRC,Multi-sector,"",Liberia,LBR,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Total DAC,DAC,"",no,2001
8653,2691,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,4440,"",3776,"Denmark, Government of",single,Government,22,2001,single,"",61,Denmark,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4680.71358496149,0.00468071358496149,FALSE,0.57491234,RCRC,Multi-sector,"","",,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Denmark,DNK,DAC governments,no,2001
8654,75682,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,124876,"",5295,"Finland, Government of",single,Government,22,2001,single,"",75,Finland,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127733.419566866,0.127733419566866,FALSE,0.5924996,RCRC,Multi-sector,"","",,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Finland,FIN,DAC governments,no,2001
8655,7106,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,11725,"",4314,"France, Government of",single,Government,22,2001,single,"",76,France,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11718.011157011,0.011718011157011,FALSE,0.6064169,RCRC,Multi-sector,"","",,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,France,FRA,DAC governments,no,2001
8656,5545,2001,,financial,2002-05-01T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Humanitarian assistance,"",,2002-04-19T00:00:00Z,Standard,Humanitarian aid,TRUE,CHF,Traditional aid,,commitment,2002-05-01T00:00:00Z,1,incoming,single,9150,"",4306,"Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",26479,Multi-sector,single,,,,"","",,,4393,International Federation of Red Cross and Red Crescent Societies,single,Red Cross/Red Crescent,"",,"","",,,,"","",,"",22,2001,single,,,9,West Africa 2001-2002,single,,,,International Society,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9177.56033699737,0.00917756033699737,FALSE,0.60419107,RCRC,Multi-sector,"","",,Red Cross,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Unspecified,Germany,DEU,DAC governments,no,2001
