donor_country_iso3,year,channel,sourceObjects_Organization.id,destinationObjects_Location.name,id,budgetYear,childFlowIds,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,originalAmount,refCode,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.code,destinationObjects_Location.id,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.code,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.code,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.code,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_Emergency.code,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Plan.organizationSubTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,destinationObjects_Project.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.code,sourceObjects_Organization.code,sourceObjects_Plan.code,sourceObjects_Project.id,sourceObjects_Project.name,sourceObjects_Project.behavior,sourceObjects_Project.organizationTypes,sourceObjects_Project.code,sourceObjects_UsageYear.code,sourceObjects_Location.code,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.code,destinationObjects_Cluster.organizationSubTypes,sourceObjects_Emergency.organizationSubTypes,sourceObjects_Cluster.id,sourceObjects_Cluster.name,sourceObjects_Cluster.behavior,sourceObjects_Cluster.organizationTypes,sourceObjects_Cluster.code,sourceObjects_GlobalCluster.code,sourceObjects_Project.organizationSubTypes,sourceObjects_Cluster.organizationSubTypes,multiyear,amountUSD,iso3,recipient,donor_country,source_org_type,subchannel,gha_channel,dummy,deflator,amountUSD_defl
DAC,2001,UN agency,4396,"Bolivia, Plurinational State of",2941,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Emergency grant,"",,2001-04-23T00:00:00Z,Standard,Food,FALSE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,internal,single,,"",Office for the Coordination of Humanitarian Affairs,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",6,Food Security,single,,,27,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,72,BOLIVIA - Floods - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,20000,BOL,"Bolivia, Plurinational State of",Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,29288.5459364611
NOR,2001,UN agency,2930,India,2942,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - NOK 498,000 for airlift","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","Norway, Government of",single,Government,22,2001,single,"",167,Norway,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,3049,World Food Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,58000,IND,India,Norway,Government,Uncategorized,UN Multi,FALSE,0.626793513784831,92534.4610695997
SWE,2001,UN agency,2921,India,2943,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Logistical camp to facilitate food distribution programme - SEK 3,400,000","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2017-11-21T00:38:09.301Z,1,incoming,single,,"","Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",1,Camp Coordination / Management,single,,,103,single,,,3049,World Food Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,354166,IND,India,Sweden,Government,Uncategorized,UN Multi,FALSE,0.646973248540399,547419.85205573
DAC,2001,UN agency,3049,India,2944,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Emergency Operation; joint logistics cell,"",,2001-04-23T00:00:00Z,Standard,"",FALSE,"",Traditional aid,,paid,2017-11-21T00:38:14.208Z,1,internal,single,,"",World Food Programme,single,UN agency,22,2001,single,"",,"","",,,"","","","","","",8,Logistics,single,,,103,single,,,3049,World Food Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4157579,IND,India,Total DAC,UN agency,Uncategorized,UN Multi,FALSE,0.682860803106723,6088472.17629831
DEU,2001,NGO,4306,India,2945,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - EUR 132,935 for shelter and blankets","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,103,single,,,173,Malteser International Order of Malta World Relief,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,122182,IND,India,Germany,Government,International,NGOs and CSOs,FALSE,0.60333001161548,202512.717165925
DEU,2001,NGO,4306,India,2946,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - EUR 118,210 for shelter, kitchen sets, food, medical care and water","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,2639,Karl Kubel Foundation for Children's Families,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,108648,IND,India,Germany,Government,International,NGOs and CSOs,FALSE,0.60333001161548,180080.54946427
CAN,2001,NGO,2928,India,2947,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - CAD 750,000 for community-based health services","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","Canada, Government of",single,Government,22,2001,single,"",40,Canada,single,,,National government,"","","","","",7,Health,single,,,103,single,,,8580,CARE Canada,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5e+05,IND,India,Canada,Government,International,NGOs and CSOs,FALSE,0.607253257182617,823379.692222279
SWE,2001,UN agency,2921,"",296,2001,,financial,2001-04-03T00:00:00Z,2001-01-15T00:00:00Z,2001-01-15T00:00:00Z,Development and implementation of a strategy for coordination of humanitarian assistance,"",,2001-01-19T00:00:00Z,Standard,Humanitarian aid,TRUE,SEK,Traditional aid,,paid,2001-04-17T00:00:00Z,1,incoming,single,1500000,2000-5274,"Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26480,Coordination and support services,single,,,,"",,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,35,Great Lakes Region and Central Africa 2001,single,,,166,Development and implementation of a strategy for coordination of humanitarian assistance,single,,GLR-01-1/N04,22,2001,single,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,151434,,"",Sweden,Government,Uncategorized,UN Multi,FALSE,0.646973248540399,234065.319302834
CAN,2001,UN agency,2928,"",297,2001,,financial,2001-04-03T00:00:00Z,2001-02-01T00:00:00Z,2001-02-01T00:00:00Z,Development and implementation of a strategy for coordination of humanitarian assistance,"",,2001-02-27T00:00:00Z,Standard,Humanitarian aid,TRUE,CAD,Traditional aid,,paid,2001-04-17T00:00:00Z,1,incoming,single,2e+05,M-010680,"Canada, Government of",single,Government,22,2001,single,"",40,Canada,single,,,National government,"","","","","",26480,Coordination and support services,single,,,,"",,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,35,Great Lakes Region and Central Africa 2001,single,,,166,Development and implementation of a strategy for coordination of humanitarian assistance,single,,GLR-01-1/N04,22,2001,single,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,127879,,"",Canada,Government,Uncategorized,UN Multi,FALSE,0.607253257182617,210585.943323386
CYP,2001,UN agency,2922,"",298,2001,,financial,2001-04-03T00:00:00Z,2001-01-26T00:00:00Z,2001-01-26T00:00:00Z,Development and implementation of a strategy for coordination of humanitarian assistance,"",,2001-02-05T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-04-12T00:00:00Z,1,incoming,single,,972/00,"Cyprus, Government of",single,Government,22,2001,single,"",59,Cyprus,single,,,National government,"","","","","",26480,Coordination and support services,single,,,,"",,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,35,Great Lakes Region and Central Africa 2001,single,,,166,Development and implementation of a strategy for coordination of humanitarian assistance,single,,GLR-01-1/N04,22,2001,single,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4000,,"",Cyprus,Government,Uncategorized,UN Multi,FALSE,0.617877410868956,6473.77607537808
DNK,2001,UN agency,3776,India,2989,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Provision of one UNDAC Team member*,"",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","Denmark, Government of",single,Government,22,2001,single,"",61,Denmark,single,,,National government,"","","","","",,"","",,,103,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,IND,India,Denmark,Government,Uncategorized,UN Multi,FALSE,0.572153931446353,0
DEU,2001,NGO,4306,India,2990,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - EUR 253,089 for food, household utensils, blankets and clothes","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","Germany, Government of",single,Government,22,2001,single,"",83,Germany,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,4389,Deutsche Welthungerhilfe e.V. (German Agro Action),single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,232618,IND,India,Germany,Government,International,NGOs and CSOs,FALSE,0.60333001161548,385556.818857959
DNK,2001,UN agency,3776,Pakistan,2991,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Blankets and medicines,"",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","Denmark, Government of",single,Government,22,2001,single,"",61,Denmark,single,,,National government,"","","","","",10,Protection,single,,,169,single,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,26,PAKISTAN - Earthquake - February 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,20000,PAK,Pakistan,Denmark,Government,Uncategorized,UN Multi,FALSE,0.572153931446353,34955.6280238114
GBR,2001,UN agency,2917,India,2992,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - GBP 450,000 for transitional recovery work","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",2,Early Recovery,single,,,103,single,,,5294,United Nations Development Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,652173,IND,India,United Kingdom,Government,Uncategorized,UN Multi,FALSE,0.730778599059878,892435.822339349
USA,2001,Government,2933,"Bolivia, Plurinational State of",2993,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Cash,"",,2001-04-23T00:00:00Z,Standard,Food|Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",6,Food Security,single,,,27,single,,,2897,"Bolivia, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,72,BOLIVIA - Floods - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,25000,BOL,"Bolivia, Plurinational State of",United States,Government,National government,Public Sector,FALSE,0.702024446284728,35611.2954930639
GBR,2001,UN agency,2917,India,2994,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - GBP 1,000,000 for water and sanitation, schools and school kits","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,2915,United Nations Children's Fund,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1449275,IND,India,United Kingdom,Government,Uncategorized,UN Multi,FALSE,0.730778599059878,1983192.99698218
GBR,2001,UN agency,2917,India,2995,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - GBP 430,000 for medicines, water and sanitation, epidemiological survey, assessment and mental health","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,4398,World Health Organization,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,623188,IND,India,United Kingdom,Government,Uncategorized,UN Multi,FALSE,0.730778599059878,852772.646601461
GBR,2001,NGO,2917,India,2996,1997,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - GBP 500,000 for shelter kits, care centers","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","United Kingdom, Government of",single,Government,22,2001,single,"",236,United Kingdom,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,3238,CARE International,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,724637,IND,India,United Kingdom,Government,International,NGOs and CSOs,FALSE,0.730778599059878,991595.814289336
MYS,2001,Government,4383,India,2997,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Immediate relief assistance,"",,2001-04-23T00:00:00Z,Standard,Food|Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","Malaysia, Government of",single,Government,22,2001,single,"",135,Malaysia,single,,,National government,"","","","","",6,Food Security,single,,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1e+05,IND,India,Malaysia,Government,National government,Public Sector,FALSE,0.690067440244379,144913.372473546
JPN,2001,Government,4537,India,2998,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Dispatch of a 19-person Disaster Relief Team*,"",,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","Japan, Government of",single,Government,22,2001,single,"",112,Japan,single,,,National government,"","","","","",,"","",,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,IND,India,Japan,Government,National government,Public Sector,FALSE,0.946736247536983,0
EUI,2001,Government,2966,Afghanistan,2999,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Programme to construct 1 room mud shelters*,"",,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"",European Commission,single,Inter-governmental,22,2001,single,"",,"","",,,"","","","","","",2,Early Recovery,single,,,1,single,,,3089,"Afghanistan, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,67,AFGHANISTAN - Cold Wave - February 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,AFG,Afghanistan,European Commission,Inter-governmental,National government,Public Sector,FALSE,0.682860803106723,0
AUS,2001,UN agency,4391,"Korea, Democratic People's Republic of",3,2001,,financial,2001-02-09T00:00:00Z,2001-02-05T00:00:00Z,2001-02-05T00:00:00Z,"Nutrition rehabilitation, prevention of malnutrition and control of micro-nutrient deficiencies","",,2001-02-05T00:00:00Z,Standard,Humanitarian aid,TRUE,"",Traditional aid,,paid,2001-02-14T00:00:00Z,1,incoming,single,,DPRK-01-1/N19,"Australia, Government of",single,Government,22,2001,single,"",14,Australia,single,,,National government,"","","","","",7,Health,single,,,118,single,,,2915,United Nations Children's Fund,single,UN agency,,36,DPR of Korea 2001,single,,,28,"Nutrition Rehabilitation, Prevention of Malnutrition and Control of Micronutrient Deficiencies",single,,DPRK-01-1/N19,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,318545,PRK,"Korea, Democratic People's Republic of",Australia,Government,Uncategorized,UN Multi,FALSE,0.450256427631069,707474.631014062
SWE,2001,UN agency,2921,Sudan,30,2001,,financial,2001-02-28T00:00:00Z,2001-01-15T00:00:00Z,2001-01-15T00:00:00Z,Support indigenous conflict resolution mechanisms to promote grassroots peace-building among groups in conflict,"",,2001-02-28T00:00:00Z,Standard,Humanitarian aid,TRUE,SEK,Traditional aid,,paid,2001-03-26T00:00:00Z,1,incoming,single,1e+06,2000-004923,"Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",10,Protection,single,,,212,single,,,2915,United Nations Children's Fund,single,UN agency,,46,Sudan 2001,single,,,381,Grassroots peace-building,single,,SUD-01-1/N18,22,2001,single,,,,"","",,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,104710,SDN,Sudan,Sweden,Government,Uncategorized,UN Multi,FALSE,0.646973248540399,161845.949946509
SWE,2001,UN agency,2921,"",301,2001,,financial,2001-04-03T00:00:00Z,2001-01-15T00:00:00Z,2001-01-15T00:00:00Z,"Cross-border epidemiological surveillance, monitoring of health situation.  Prepare for and respond to eventual outbreaks of communicable diseases and other health emergencies","",,2001-04-03T00:00:00Z,Standard,Humanitarian aid,TRUE,SEK,Traditional aid,,paid,2002-05-03T00:00:00Z,1,incoming,single,5e+05,2000-5274,"Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",7,Health,single,,,,"",,,4398,World Health Organization,single,UN agency,,35,Great Lakes Region and Central Africa 2001,single,,,464,"Cross-border epidemiological surveillance, monitoring of health situation.  ",single,,GLR-01-1/N10,22,2001,single,,,8,Great Lakes Region and Central Africa 2000 -2003,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,52083,,"",Sweden,Government,Uncategorized,UN Multi,FALSE,0.646973248540399,80502.5557354985
SWE,2001,UN agency,2921,Afghanistan,3014,,,financial,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Cash - SEK 5,000,000 for a programme for the provision of seeds","",,2001-04-23T00:00:00Z,Standard,"",TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","Sweden, Government of",single,Government,22,2001,single,"",216,Sweden,single,,,National government,"","","","","",26480,Coordination and support services,single,,,1,single,,,5294,United Nations Development Programme,single,UN agency,"",,"","",,,,"","",,"",22,2001,single,,,67,AFGHANISTAN - Cold Wave - February 2001,single,,,,"",,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,523000,AFG,Afghanistan,Sweden,Government,Uncategorized,UN Multi,FALSE,0.646973248540399,808379.637303261
USA,2001,Government,2933,India,3024,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,In-kind commodities,"",,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",4,Emergency Shelter and NFI,single,,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,843806,IND,India,United States,Government,National government,Public Sector,FALSE,0.702024446284728,1201960.99219281
USA,2001,Government,2933,India,3025,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Airlift of in-kind commodities,"",,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,704000,IND,India,United States,Government,National government,Public Sector,FALSE,0.702024446284728,1002814.08108468
USA,2001,NGO,2933,India,3026,1997,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Food assistance,"",,2001-04-23T00:00:00Z,Standard,Food,TRUE,"",Traditional aid,,paid,2002-03-08T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",6,Food Security,single,,,103,single,,,3238,CARE International,single,NGO,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,International,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8e+05,IND,India,United States,Government,International,NGOs and CSOs,FALSE,0.702024446284728,1139561.45577804
USA,2001,Government,2933,India,3027,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,Airlift of relief supplies and equipment,"",,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","United States of America, Government of",single,Government,22,2001,single,"",237,United States,single,,,National government,"","","","","",26479,Multi-sector,single,,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1600000,IND,India,United States,Government,National government,Public Sector,FALSE,0.702024446284728,2279122.91155609
ZAF,2001,Government,3015,India,3028,,,in kind,2001-04-23T00:00:00Z,2001-01-01T00:00:00Z,2001-01-01T00:00:00Z,31-person SAR Team with 4 medical professionals*,"",,2001-04-23T00:00:00Z,Standard,Bilateral aid,TRUE,"",Traditional aid,,paid,2001-04-23T00:00:00Z,1,incoming,single,,"","South Africa, Government of",single,Government,22,2001,single,"",207,South Africa,single,,,National government,"","","","","",,"","",,,103,single,,,4846,"India, Government of",single,Government,"",,"","",,,,"","",,"",22,2001,single,,,40,INDIA - Earthquake - January 2001,single,,,,National government,,,,,"",,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,IND,India,South Africa,Government,National government,Public Sector,FALSE,0.595788845785365,0
